tipo_marcador,lema_marcador,causa,marcador,efeito,direcao,sentenca_original,arquivo_origem
verbo,aumentar,A empagliflozina,aumentou,a excreção urinária de glicose e sódio,Causa -> Efeito,A empagliflozina aumentou a excreção urinária de glicose e sódio no período TCMEMPA.,OK Insulina e HAS.pdf
verbo,reduzir,A excreção de potássio,reduzida,( Tabela 5.5 ),Causa -> Efeito,A excreção de potássio foi muito reduzida conforme esperado (Tabela 5.5).,OK Insulina e HAS.pdf
verbo,causar,"A inibição aguda do SGLT2 pela empagliflozina , ainda que incompleta ,",causou,"o aumento esperado na excreção de sódio e glicose , que foi amplificado pela subsequente hiperglicemia",Causa -> Efeito,"A inibição aguda do SGLT2 pela empagliflozina, ainda que incompleta, causou o aumento esperado na excreção de sódio e glicose, que foi amplificado pela subsequente hiperglicemia.",OK Insulina e HAS.pdf
verbo,acarretar,a sobreposição de hiperinsulinemia,acarretou,uma pequena,Causa -> Efeito,"Sob essas condições, a sobreposição de hiperinsulinemia ainda acarretou uma pequena elevação na excreção de sódio e glicose (Tabela 5.4).",OK Insulina e HAS.pdf
verbo,implicar,das concentrações de glicose tubular,implicam,em maior taxa de ocupação das proteínas de membrana,Causa -> Efeito,Elevação das concentrações de glicose tubular implicam em maior taxa de ocupação das proteínas de membrana por disponibilidade do soluto e recrutamento progressivo da capacidade de reabsorção de glicose de cada néfron isoladamente .,OK Insulina e HAS.pdf
verbo,resultar,"O aumento da insulina nos capilares peritubulares do TP no pINS , com ativação dos seus receptores na membrana basolateral ,",resulta,"em inibição da gliconeogênese ( 10,41,42 )",Causa -> Efeito,"O aumento da insulina nos capilares peritubulares do TP no pINS, com ativação dos seus receptores na membrana basolateral, resulta em inibição da gliconeogênese (10,41,42) e, provavelmente, também regule o transporte de glicose no TP (43–45).",OK Insulina e HAS.pdf
verbo,aumentar,A insulina,aumentou,"a atividade ( 43,90 ) e os níveis proteicos do SGLT2 em culturas celulares de rim humano independentemente da concentração de glicose",Causa -> Efeito,"A insulina também aumentou a atividade (43,90) e os níveis proteicos do SGLT2 em culturas celulares de rim humano independentemente da concentração de glicose.",OK Insulina e HAS.pdf
verbo,aumentar,exposição à insulina,aumentaram,o conteúdo e a atividade de SGLT2 em resposta,Causa -> Efeito,"Achado similar foi descrito utilizando células de TP humano cultivadas, em que exposição à insulina aumentaram o conteúdo e a atividade de SGLT2 em resposta",OK Insulina e HAS.pdf
verbo,reduzir,a insulina,reduziu,os níveis de mRNA do SGLT2 independentemente dos níveis glicêmicos,Causa -> Efeito,"Adicionalmente, em modelo murino de DM1, a insulina reduziu os níveis de mRNA do SGLT2 independentemente dos níveis glicêmicos .",OK Insulina e HAS.pdf
verbo,levar,a hiperinsulinemia,leva,à degradação proteica das isoformas da IRS ( IRS1 e IRS2 ),Causa -> Efeito,"Uma vez que a hiperinsulinemia leva à degradação proteica das isoformas da IRS (IRS1 e IRS2) na cascata de sinalização da insulina, estados de IR cursam com modificação da disponibilidade dessas isoformas e modificação do papel biológico de cada uma, por vias distintas de acordo com o órgão onde a resistência ocorre (22,182).",OK Insulina e HAS.pdf
verbo,promover,a insulinização no pINS,promovido,uma maior supressão da gliconeogênese renal no gTNG,Causa -> Efeito,"Mesmo que a insulinização no pINS tenha promovido uma maior supressão da gliconeogênese renal no gTNG , interferindo com a capacidade de reabsorção de glicose por promover redução na sua concentração intracelular, uma consequente menor glicosúria neste período não invalida nossos resultados.",OK Insulina e HAS.pdf
verbo,contribuir,tal avaliação adicional,contribuiria,para uma compreensão mais ampla do efeito do teste,Causa -> Efeito,Acreditamos que tal avaliação adicional contribuiria para uma compreensão mais ampla do efeito do teste.,OK Insulina e HAS.pdf
verbo,diminuir,"O uso do tempo 240 a 360min em vez de 180 a 360min , ainda que estabelecido devido ao atraso no efeito da insulina ,",diminui,o impacto deste fator de erro,Causa -> Efeito,"O uso do tempo 240 a 360min em vez de 180 a 360min, ainda que estabelecido devido ao atraso no efeito da insulina, diminui o impacto deste fator de erro na comparação entre os períodos CT e INS caso o voluntário tenha retido urina",OK Insulina e HAS.pdf
verbo,reduzir,uma infusão de insulina exógena,reduz,a reabsorção de glicose e sódio,Causa -> Efeito,O achado principal deste estudo é que uma infusão de insulina exógena reduz simultaneamente a reabsorção de glicose e sódio.,OK Insulina e HAS.pdf
verbo,promover,Esses fatores em conjunto,promovem,"o estímulo para a lipogênese , síntese de colesterol e triacilglicerol no fígado , o que impacta em maiores chances de ganho de peso e obesidade37,38",Causa -> Efeito,"Esses fatores em conjunto promovem o estímulo para a lipogênese, síntese de colesterol e triacilglicerol no fígado, o que impacta em maiores chances de ganho de peso e obesidade37,38.",OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,levar,a maior proporção desta bactéria,levaria,ao maior controle na restauração e renovação da camada mucosa intestinal,Causa -> Efeito,Sugere-se que a maior proporção desta bactéria levaria ao maior controle na restauração e renovação da camada mucosa intestinal.,OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,promover,Em estudo randomizado e duplo cego controlado por placebo Sabico et al.88,promoveram,a oferta de 2 g de um mix de probióticos,Causa -> Efeito,"Em estudo randomizado e duplo cego controlado por placebo Sabico et al.88 promoveram a oferta de 2g de um mix de probióticos, na forma de sachê em pó, duas vezes ao dia, por um período de 12 semanas em pacientes com DM2.",OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,contribuir,a suplementação,contribuiu,de maneira positiva para controle do processo inflamatório e de alterações metabólicas,Causa -> Efeito,Estes resultados sugerem que a suplementação contribuiu de maneira positiva para controle do processo inflamatório e de alterações metabólicas.,OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,promover,os estudos clínicos consultados nesta revisão a oferta de probióticos em cápsulas ou como componente de iogurtes,promoveu,efeitos positivos,Causa -> Efeito,"Deste modo, considerando os estudos clínicos consultados nesta revisão a oferta de probióticos em cápsulas ou como componente de iogurtes promoveu efeitos positivos na atenuação dos fatores da SM, como: redução da gordura corporal84,86, da gordura visceral85,86, da circunferência da cintura85, do IMC86, da resistência à insulina82, da pressão arterial diastólica93 e da inflamação89.",OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,promover,a suplementação de uma quantidade de probióticos,promoveu,resultados positivos no controle das alterações metabólicas,Causa -> Efeito,"Contudo, no estudo de Ivey et al.85, a suplementação de uma quantidade elevada de probióticos, na dose de 3x109 UFC, não promoveu resultados positivos no controle das alterações metabólicas.",OK Síndrome Metabólica Microbiota Intestinal e HAS 2.pdf
verbo,contribuir,Esses fatores,contribuem,"para uma população mundial cada vez mais idosa , estressada e obesa",Causa -> Efeito,"Esses fatores, em conjunto, contribuem para uma população mundial cada vez mais idosa, estressada e obesa.",OK Síndrome Metabólica e HAS 3.pdf
verbo,contribuir,diversas linhas de pesquisas,contribuído,para o desenvolvimento e uso das espécies vegetais disponíveis em nosso território,Causa -> Efeito,"Além disso, diversas linhas de pesquisas têm contribuído significativamente para o desenvolvimento e uso das espécies vegetais disponíveis em nosso território.",OK Síndrome Metabólica e HAS 3.pdf
substantivo (efeito),resultado,"Nesse sentido ,",resultado,– Volume 30 e sedentarismo,Efeito <- Causa,"Nesse sentido, a obesidade é o resultado de uma complexa teia multicausal que se relaciona fortemente com o desbalanço entre dieta Tópicos em Ciências da Saúde – Volume 30 e sedentarismo, resultando em excesso de gordura corporal, e armazenamento demasiado no tecido",OK Síndrome Metabólica e HAS 3.pdf
verbo,resultar,que é o O acúmulo de quilomícrons e/ou de VLDL no compartimento plasmático,resulta,em hipertrigliceridemia,Causa -> Efeito,"Em se tratando da dislipidemia, que é o O acúmulo de quilomícrons e/ou de VLDL no compartimento plasmático resulta em hipertrigliceridemia e decorre da diminuição da hidrólise dos triglicérides destas lipoproteínas pela lipase lipoprotéica ou do aumento da síntese de VLDL.",OK Síndrome Metabólica e HAS 3.pdf
verbo,levar,", com o objetivo",levar,dados sobre o comportamento nutricional da população,Causa -> Efeito,"Além disso, ocorreu a aplicação de um questionário anônimo, com o objetivo levar dados sobre o comportamento nutricional da população pela a plataforma do Google Forms.",OK Síndrome Metabólica e HAS 3.pdf
verbo,contribuir,o exercício físico,contribui,para a melhoria nos sintomas das doenças relacionadas com a SM,Causa -> Efeito,"Umas das principais alternativas escolhidas pelos entrevistados, é a prática de atividade física (Figura 8), para o tratamento das doenças relacionadas com a SM, considerada a forma de tratamento mais simples e que possui resultados satisfatórios, tendo em conta que o exercício físico contribui para a melhoria nos sintomas das doenças relacionadas com a SM, além de reduzir os riscos de doenças cardiovasculares.",OK Síndrome Metabólica e HAS 3.pdf
verbo,promover,a hipercolesterolemia,promove,"da biodisponibilidade de óxido nítrico , que inativam as moléculas de NO ,",Causa -> Efeito,"É importante esclarecer que a hipercolesterolemia promove redução da biodisponibilidade de óxido nítrico (NO) vascular devido a maior produção de radicais livres, que inativam as moléculas de NO, ocasionando aumento da pressão arterial.",OK Síndrome Metabólica e HAS 3.pdf
verbo,promover,a hipercolesterolemia,promove,a maior produção de radicais livres,Causa -> Efeito,"É importante esclarecer que a hipercolesterolemia promove redução da biodisponibilidade de óxido nítrico (NO) vascular devido a maior produção de radicais livres, que inativam as moléculas de NO, ocasionando aumento da pressão arterial.",OK Síndrome Metabólica e HAS 3.pdf
verbo,resultar,"O aumento de radicais livres , nesse ambiente hipercolesterolêmico ,",resulta,em maior formação de LDL oxidada,Causa -> Efeito,"O aumento de radicais livres, nesse ambiente hipercolesterolêmico, também resulta em maior formação de LDL oxidada, o que irá desencadear um ciclo vicioso perverso.",OK Síndrome Metabólica e HAS 3.pdf
verbo,causar,O abuso crônico de bebidas alcoólicas,causa,"estresse oxidativo no miocárdio , mecanismo central para a apoptose dos cardiomiócitos , disfunção mitocondrial , de síntese proteica e disfunção da contratilidade cardíaca",Causa -> Efeito,"O abuso crônico de bebidas alcoólicas causa estresse oxidativo no miocárdio, mecanismo central para a apoptose dos cardiomiócitos, disfunção mitocondrial, diminuição de síntese proteica e disfunção da contratilidade cardíaca.",OK Síndrome Metabólica e HAS 3.pdf
verbo,causar,A ativação a longo prazo do SNS e do SRAA,causa,fibrose,Causa -> Efeito,"A ativação a longo prazo do SNS e do SRAA causa fibrose, bem como leva a HAS e, consequentemente, ao aumento do trabalho cardíaco.",OK Síndrome Metabólica e HAS 3.pdf
verbo,causar,O abuso do álcool,causa,"dano endotelial afetando , assim , a função vascular",Causa -> Efeito,"O abuso do álcool também causa dano endotelial afetando, assim, a função vascular .",OK Síndrome Metabólica e HAS 3.pdf
verbo,ocasionar,A progressão da resistência insulínica,ocasiona,um quadro de hiperglicemia sustentada,Causa -> Efeito,"A progressão da resistência insulínica ocasiona um quadro de hiperglicemia sustentada, o que desencadeia vasoconstrição periférica, retenção de sódio, maior produção hepática de TG, LDL- C, apoliproteína B e LDL-C, situação que predispõe à aterosclerose .",OK Síndrome Metabólica e HAS 3.pdf
verbo,provocar,as cirurgias bariátricas,provocam,"uma perda ponderal que varia de 20 % a 70 % do excesso de peso , sendo o método mais eficaz e duradouro para perda de peso , com melhora importante dos fatores de risco da SM",Causa -> Efeito,"De uma forma geral, as cirurgias bariátricas provocam uma perda ponderal que varia de 20% a 70% do excesso de peso, sendo o método mais eficaz e duradouro para perda de peso, com melhora importante dos fatores de risco da SM .",OK Síndrome Metabólica e HAS 3.pdf
verbo,promover,O período da graduação universitária,promove,mudanças muito grande no estilo de vida dos estudantes,Causa -> Efeito,"O período da graduação universitária promove mudanças muito grande no estilo de vida dos estudantes, desde longas jornadas de aulas, estudo e estágios; alimentação inadequada; aumento do estresse; piora de aspectos psicológicos, e algumas vezes, um maior consumo de drogas lícitas e ilícitas.",OK Síndrome Metabólica e HAS 3.pdf
verbo,promover,O período da graduação universitária,promove,; alimentação inadequada,Causa -> Efeito,"O período da graduação universitária promove mudanças muito grande no estilo de vida dos estudantes, desde longas jornadas de aulas, estudo e estágios; alimentação inadequada; aumento do estresse; piora de aspectos psicológicos, e algumas vezes, um maior consumo de drogas lícitas e ilícitas.",OK Síndrome Metabólica e HAS 3.pdf
